sample_uid,source_group_code,taxon_candidate,origin_label_source,stored_coordinate_discrepancy
farmed_megalobrama_amblycephala__00041,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00042,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00043,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00044,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00045,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00019999999999242846
farmed_megalobrama_amblycephala__00046,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00047,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00048,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00049,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00050,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00051,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00052,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00053,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00054,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00055,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00019999999999242846
farmed_megalobrama_amblycephala__00056,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00057,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00058,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00059,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00060,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00061,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00062,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00063,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00064,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00065,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00066,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00067,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00068,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00069,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00070,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00071,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00072,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00073,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00074,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00075,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00019999999999242846
farmed_megalobrama_amblycephala__00076,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00077,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00078,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00079,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00080,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00015000000001919034
farmed_megalobrama_amblycephala__00081,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00082,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00083,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00019999999999242846
farmed_megalobrama_amblycephala__00084,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00085,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00019999999999242846
farmed_megalobrama_amblycephala__00086,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00087,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00088,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00089,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.00020000000003506102
farmed_megalobrama_amblycephala__00090,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00091,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00092,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00093,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00094,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00095,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00096,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00097,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00098,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00099,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00100,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00101,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_megalobrama_amblycephala__00102,farmed_megalobrama_amblycephala,Megalobrama amblycephala,farmed,0.0002000000000066393
farmed_culter_alburnus__00001,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00002,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00003,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00004,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00005,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00006,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00007,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00008,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00009,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00010,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00011,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00012,farmed_culter_alburnus,Culter alburnus,farmed,0.00020000000003506102
farmed_culter_alburnus__00013,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00014,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00015,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00016,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00017,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00018,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00019,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00020,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00021,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00022,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00023,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00024,farmed_culter_alburnus,Culter alburnus,farmed,0.00020000000003506102
farmed_culter_alburnus__00025,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00026,farmed_culter_alburnus,Culter alburnus,farmed,0.00020000000003506102
farmed_culter_alburnus__00027,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00028,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00029,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00030,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00031,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00032,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00033,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00034,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00035,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00036,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00037,farmed_culter_alburnus,Culter alburnus,farmed,0.0001999999999497959
farmed_culter_alburnus__00038,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00039,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00040,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00041,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00042,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00043,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00044,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00045,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00046,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00047,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00048,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00049,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00050,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00051,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00052,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00053,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00054,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
farmed_culter_alburnus__00055,farmed_culter_alburnus,Culter alburnus,farmed,0.0002000000000066393
