sample_uid,original_image,width,height
farmed_coilia_nasus__00031,刀鲚/2239199_0.jpg,600,800
farmed_coilia_nasus__00032,刀鲚/2239200_0.jpg,600,800
farmed_coilia_nasus__00033,刀鲚/2239201_0.jpg,600,800
farmed_coilia_nasus__00034,刀鲚/2239202_0.jpg,600,800
farmed_coilia_nasus__00035,刀鲚/2239203_0.jpg,600,800
farmed_coilia_nasus__00036,刀鲚/2239204_0.jpg,600,800
farmed_coilia_nasus__00037,刀鲚/2239205_0.jpg,600,800
farmed_coilia_nasus__00038,刀鲚/2239206_0.jpg,600,800
farmed_coilia_nasus__00039,刀鲚/2239207_0.jpg,600,800
farmed_coilia_nasus__00040,刀鲚/2239208_0.jpg,600,800
farmed_coilia_nasus__00041,刀鲚/2239209_0.jpg,600,800
farmed_coilia_nasus__00042,刀鲚/2239210_0.jpg,600,800
farmed_coilia_nasus__00043,刀鲚/2239211_0.jpg,600,800
farmed_coilia_nasus__00044,刀鲚/2239212_0.jpg,600,800
farmed_coilia_nasus__00045,刀鲚/2239213_0.jpg,600,800
farmed_coilia_nasus__00046,刀鲚/2239214_0.jpg,600,800
farmed_coilia_nasus__00047,刀鲚/2239215_0.jpg,600,800
farmed_coilia_nasus__00048,刀鲚/2239216_0.jpg,600,800
farmed_coilia_nasus__00049,刀鲚/2239217_0.jpg,600,800
farmed_coilia_nasus__00050,刀鲚/2239218_0.jpg,600,800
farmed_coilia_nasus__00051,刀鲚/2239219_0.jpg,600,800
farmed_coilia_nasus__00052,刀鲚/676_0.jpg,800,600
farmed_coilia_nasus__00053,刀鲚/677_0.jpg,800,600
farmed_coilia_nasus__00054,刀鲚/678_0.jpg,800,600
farmed_coilia_nasus__00055,刀鲚/679_0.jpg,800,600
farmed_coilia_nasus__00056,刀鲚/703_0.jpg,800,600
farmed_coilia_nasus__00057,刀鲚/704_0.jpg,600,800
farmed_coilia_nasus__00058,刀鲚/705_0.jpg,800,600
farmed_coilia_nasus__00059,刀鲚/706_0.jpg,800,600
farmed_coilia_nasus__00060,刀鲚/707_0.jpg,800,600
farmed_coilia_nasus__00061,刀鲚/708_0.jpg,800,600
farmed_coilia_nasus__00062,刀鲚/709_0.jpg,800,600
farmed_coilia_nasus__00063,刀鲚/710_0.jpg,600,800
farmed_coilia_nasus__00064,刀鲚/711_0.jpg,800,600
farmed_coilia_nasus__00065,刀鲚/712_0.jpg,600,800
farmed_coilia_nasus__00066,刀鲚/713_0.jpg,600,800
farmed_coilia_nasus__00067,刀鲚/714_0.jpg,600,800
farmed_coilia_nasus__00068,刀鲚/716_0.jpg,600,800
farmed_coilia_nasus__00069,刀鲚/717_0.jpg,600,800
farmed_coilia_nasus__00070,刀鲚/718_0.jpg,800,600
farmed_coilia_nasus__00071,刀鲚/719_0.jpg,800,600
farmed_coilia_nasus__00072,刀鲚/720_0.jpg,800,600
farmed_coilia_nasus__00073,刀鲚/721_0.jpg,600,800
farmed_coilia_nasus__00074,刀鲚/722_0.jpg,800,600
farmed_coilia_nasus__00075,刀鲚/723_0.jpg,800,600
farmed_coilia_nasus__00076,刀鲚/724_0.jpg,600,800
farmed_coilia_nasus__00077,刀鲚/725_0.jpg,600,800
farmed_coilia_nasus__00078,刀鲚/726_0.jpg,800,600
farmed_coilia_nasus__00079,刀鲚/727_0.jpg,600,800
farmed_coilia_nasus__00080,刀鲚/728_0.jpg,800,600
farmed_coilia_nasus__00081,刀鲚/729_0.jpg,800,600
farmed_coilia_nasus__00082,刀鲚/730_0.jpg,800,600
farmed_coilia_nasus__00083,刀鲚/731_0.jpg,600,800
farmed_coilia_nasus__00084,刀鲚/732_0.jpg,600,800
farmed_coilia_nasus__00085,刀鲚/733_0.jpg,600,800
farmed_coilia_nasus__00086,刀鲚/734_0.jpg,600,800
farmed_coilia_nasus__00087,刀鲚/735_0.jpg,800,600
farmed_coilia_nasus__00088,刀鲚/736_0.jpg,800,600
farmed_coilia_nasus__00089,刀鲚/737_0.jpg,800,600
farmed_coilia_nasus__00090,刀鲚/738_0.jpg,800,600
farmed_coilia_nasus__00091,刀鲚/739_0.jpg,600,800
farmed_coilia_nasus__00092,刀鲚/740_0.jpg,800,600
farmed_coilia_nasus__00093,刀鲚/741_0.jpg,800,600
farmed_coilia_nasus__00094,刀鲚/742_0.jpg,800,600
farmed_coilia_nasus__00095,刀鲚/743_0.jpg,800,600
farmed_coilia_nasus__00096,刀鲚/744_0.jpg,800,600
farmed_coilia_nasus__00097,刀鲚/745_0.jpg,800,600
farmed_coilia_nasus__00098,刀鲚/746_0.jpg,800,600
farmed_coilia_nasus__00099,刀鲚/747_0.jpg,800,600
farmed_coilia_nasus__00100,刀鲚/748_0.jpg,800,600
farmed_coilia_nasus__00101,刀鲚/749_0.jpg,800,600
farmed_coilia_nasus__00102,刀鲚/750_0.jpg,800,600
farmed_megalobrama_amblycephala__00001,团头鲂/FFRC017130鳙_0.jpg,600,800
farmed_megalobrama_amblycephala__00002,团头鲂/FFRC017137鳙_0.jpg,800,599
farmed_megalobrama_amblycephala__00003,团头鲂/FFRC017142鳙_0.jpg,600,799
farmed_megalobrama_amblycephala__00004,团头鲂/FFRC017158鳙_0.jpg,800,533
farmed_megalobrama_amblycephala__00005,团头鲂/FFRC017179鳙_0.jpg,800,430
farmed_megalobrama_amblycephala__00006,团头鲂/P47鳙鱼  黑底_0.jpg,360,800
farmed_megalobrama_amblycephala__00007,团头鲂/tuantoufang  (62)_0.jpg,600,800
farmed_megalobrama_amblycephala__00008,团头鲂/tuantoufang  (63)_0.jpg,600,800
farmed_megalobrama_amblycephala__00009,团头鲂/tuantoufang  (64)_0.jpg,600,800
farmed_megalobrama_amblycephala__00010,团头鲂/tuantoufang  (65)_0.jpg,600,800
farmed_megalobrama_amblycephala__00011,团头鲂/tuantoufang  (66)_0.jpg,600,800
farmed_megalobrama_amblycephala__00012,团头鲂/tuantoufang  (67)_0.jpg,600,800
farmed_megalobrama_amblycephala__00013,团头鲂/tuantoufang  (68)_0.jpg,600,800
farmed_megalobrama_amblycephala__00014,团头鲂/tuantoufang  (69)_0.jpg,600,800
farmed_megalobrama_amblycephala__00015,团头鲂/tuantoufang  (7)_0.jpg,800,450
farmed_megalobrama_amblycephala__00016,团头鲂/tuantoufang  (70)_0.jpg,600,800
farmed_megalobrama_amblycephala__00017,团头鲂/tuantoufang  (71)_0.jpg,600,800
farmed_megalobrama_amblycephala__00018,团头鲂/tuantoufang  (72)_0.jpg,600,800
farmed_megalobrama_amblycephala__00019,团头鲂/tuantoufang  (73)_0.jpg,600,800
farmed_megalobrama_amblycephala__00020,团头鲂/tuantoufang  (74)_0.jpg,600,800
farmed_megalobrama_amblycephala__00021,团头鲂/tuantoufang  (75)_0.jpg,600,800
farmed_megalobrama_amblycephala__00022,团头鲂/tuantoufang  (76)_0.jpg,600,800
farmed_megalobrama_amblycephala__00023,团头鲂/tuantoufang  (77)_0.jpg,600,800
farmed_megalobrama_amblycephala__00024,团头鲂/tuantoufang  (78)_0.jpg,600,800
farmed_megalobrama_amblycephala__00025,团头鲂/tuantoufang  (79)_0.jpg,600,800
farmed_megalobrama_amblycephala__00026,团头鲂/tuantoufang  (8)_0.jpg,450,800
farmed_megalobrama_amblycephala__00027,团头鲂/tuantoufang  (80)_0.jpg,600,800
farmed_megalobrama_amblycephala__00028,团头鲂/tuantoufang  (81)_0.jpg,600,800
farmed_megalobrama_amblycephala__00029,团头鲂/tuantoufang  (82)_0.jpg,600,800
farmed_megalobrama_amblycephala__00030,团头鲂/tuantoufang  (83)_0.jpg,600,800
farmed_megalobrama_amblycephala__00031,团头鲂/tuantoufang  (84)_0.jpg,600,800
farmed_megalobrama_amblycephala__00032,团头鲂/tuantoufang  (85)_0.jpg,600,800
farmed_megalobrama_amblycephala__00033,团头鲂/tuantoufang  (86)_0.jpg,600,800
farmed_megalobrama_amblycephala__00034,团头鲂/tuantoufang  (87)_0.jpg,600,800
farmed_megalobrama_amblycephala__00035,团头鲂/tuantoufang  (88)_0.jpg,600,800
farmed_megalobrama_amblycephala__00036,团头鲂/tuantoufang  (89)_0.jpg,600,800
farmed_megalobrama_amblycephala__00037,团头鲂/tuantoufang  (9)_0.jpg,800,450
farmed_megalobrama_amblycephala__00038,团头鲂/tuantoufang  (90)_0.jpg,600,800
farmed_megalobrama_amblycephala__00039,团头鲂/tuantoufang  (91)_0.jpg,600,800
farmed_megalobrama_amblycephala__00040,团头鲂/tuantoufang  (92)_0.jpg,600,800
farmed_megalobrama_amblycephala__00041,团头鲂/tuantoufang  (93)_0.jpg,600,800
farmed_megalobrama_amblycephala__00042,团头鲂/tuantoufang  (94)_0.jpg,600,800
farmed_megalobrama_amblycephala__00043,团头鲂/tuantoufang  (95)_0.jpg,600,800
farmed_megalobrama_amblycephala__00044,团头鲂/tuantoufang  (96)_0.jpg,600,800
farmed_megalobrama_amblycephala__00045,团头鲂/tuantoufang (1)_0.jpg,800,450
farmed_megalobrama_amblycephala__00046,团头鲂/tuantoufang (10)_0.jpg,450,800
farmed_megalobrama_amblycephala__00047,团头鲂/tuantoufang (11)_0.jpg,800,450
farmed_megalobrama_amblycephala__00048,团头鲂/tuantoufang (12)_0.jpg,450,800
farmed_megalobrama_amblycephala__00049,团头鲂/tuantoufang (13)_0.jpg,800,450
farmed_megalobrama_amblycephala__00050,团头鲂/tuantoufang (14)_0.jpg,800,450
farmed_megalobrama_amblycephala__00051,团头鲂/tuantoufang (15)_0.jpg,800,450
farmed_megalobrama_amblycephala__00052,团头鲂/tuantoufang (16)_0.jpg,800,450
farmed_megalobrama_amblycephala__00053,团头鲂/tuantoufang (17)_0.jpg,800,450
farmed_megalobrama_amblycephala__00054,团头鲂/tuantoufang (18)_0.jpg,800,450
farmed_megalobrama_amblycephala__00055,团头鲂/tuantoufang (19)_0.jpg,800,450
farmed_megalobrama_amblycephala__00056,团头鲂/tuantoufang (2)_0.jpg,800,450
farmed_megalobrama_amblycephala__00057,团头鲂/tuantoufang (20)_0.jpg,800,450
farmed_megalobrama_amblycephala__00058,团头鲂/tuantoufang (21)_0.jpg,800,450
farmed_megalobrama_amblycephala__00059,团头鲂/tuantoufang (22)_0.jpg,800,450
farmed_megalobrama_amblycephala__00060,团头鲂/tuantoufang (23)_0.jpg,800,450
farmed_megalobrama_amblycephala__00061,团头鲂/tuantoufang (24)_0.jpg,800,450
farmed_megalobrama_amblycephala__00062,团头鲂/tuantoufang (25)_0.jpg,800,450
farmed_megalobrama_amblycephala__00063,团头鲂/tuantoufang (26)_0.jpg,800,450
farmed_megalobrama_amblycephala__00064,团头鲂/tuantoufang (27)_0.jpg,800,450
farmed_megalobrama_amblycephala__00065,团头鲂/tuantoufang (28)_0.jpg,450,800
farmed_megalobrama_amblycephala__00066,团头鲂/tuantoufang (29)_0.jpg,800,450
farmed_megalobrama_amblycephala__00067,团头鲂/tuantoufang (3)_0.jpg,800,450
farmed_megalobrama_amblycephala__00068,团头鲂/tuantoufang (30)_0.jpg,800,450
farmed_megalobrama_amblycephala__00069,团头鲂/tuantoufang (31)_0.jpg,800,450
farmed_megalobrama_amblycephala__00070,团头鲂/tuantoufang (32)_0.jpg,800,450
farmed_megalobrama_amblycephala__00071,团头鲂/tuantoufang (33)_0.jpg,800,450
farmed_megalobrama_amblycephala__00072,团头鲂/tuantoufang (34)_0.jpg,800,450
farmed_megalobrama_amblycephala__00073,团头鲂/tuantoufang (35)_0.jpg,800,450
farmed_megalobrama_amblycephala__00074,团头鲂/tuantoufang (36)_0.jpg,800,450
farmed_megalobrama_amblycephala__00075,团头鲂/tuantoufang (37)_0.jpg,800,450
farmed_megalobrama_amblycephala__00076,团头鲂/tuantoufang (38)_0.jpg,800,450
farmed_megalobrama_amblycephala__00077,团头鲂/tuantoufang (39)_0.jpg,800,450
farmed_megalobrama_amblycephala__00078,团头鲂/tuantoufang (4)_0.jpg,800,450
farmed_megalobrama_amblycephala__00079,团头鲂/tuantoufang (40)_0.jpg,800,450
farmed_megalobrama_amblycephala__00080,团头鲂/tuantoufang (41)_0.jpg,800,450
farmed_megalobrama_amblycephala__00081,团头鲂/tuantoufang (42)_0.jpg,800,450
farmed_megalobrama_amblycephala__00082,团头鲂/tuantoufang (43)_0.jpg,800,450
farmed_megalobrama_amblycephala__00083,团头鲂/tuantoufang (44)_0.jpg,800,450
farmed_megalobrama_amblycephala__00084,团头鲂/tuantoufang (45)_0.jpg,800,450
farmed_megalobrama_amblycephala__00085,团头鲂/tuantoufang (46)_0.jpg,800,450
farmed_megalobrama_amblycephala__00086,团头鲂/tuantoufang (47)_0.jpg,800,450
farmed_megalobrama_amblycephala__00087,团头鲂/tuantoufang (48)_0.jpg,450,800
farmed_megalobrama_amblycephala__00088,团头鲂/tuantoufang (49)_0.jpg,600,800
farmed_megalobrama_amblycephala__00089,团头鲂/tuantoufang (5)_0.jpg,800,450
farmed_megalobrama_amblycephala__00090,团头鲂/tuantoufang (50)_0.jpg,600,800
farmed_megalobrama_amblycephala__00091,团头鲂/tuantoufang (51)_0.jpg,600,800
farmed_megalobrama_amblycephala__00092,团头鲂/tuantoufang (52)_0.jpg,600,800
farmed_megalobrama_amblycephala__00093,团头鲂/tuantoufang (53)_0.jpg,600,800
farmed_megalobrama_amblycephala__00094,团头鲂/tuantoufang (54)_0.jpg,600,800
farmed_megalobrama_amblycephala__00095,团头鲂/tuantoufang (55)_0.jpg,600,800
farmed_megalobrama_amblycephala__00096,团头鲂/tuantoufang (56)_0.jpg,600,800
farmed_megalobrama_amblycephala__00097,团头鲂/tuantoufang (57)_0.jpg,600,800
farmed_megalobrama_amblycephala__00098,团头鲂/tuantoufang (58)_0.jpg,600,800
farmed_megalobrama_amblycephala__00099,团头鲂/tuantoufang (59)_0.jpg,600,800
farmed_megalobrama_amblycephala__00100,团头鲂/tuantoufang (6)_0.jpg,450,800
farmed_megalobrama_amblycephala__00101,团头鲂/tuantoufang (60)_0.jpg,600,800
farmed_megalobrama_amblycephala__00102,团头鲂/tuantoufang (61)_0.jpg,600,800
farmed_culter_alburnus__00001,翘嘴鲌/yangzhibo (1)_0.jpg,800,450
farmed_culter_alburnus__00002,翘嘴鲌/yangzhibo (10)_0.jpg,800,450
farmed_culter_alburnus__00003,翘嘴鲌/yangzhibo (100)_0.jpg,600,800
farmed_culter_alburnus__00004,翘嘴鲌/yangzhibo (101)_0.jpg,600,800
farmed_culter_alburnus__00005,翘嘴鲌/yangzhibo (102)_0.jpg,600,800
farmed_culter_alburnus__00006,翘嘴鲌/yangzhibo (11)_0.jpg,800,450
farmed_culter_alburnus__00007,翘嘴鲌/yangzhibo (12)_0.jpg,800,450
farmed_culter_alburnus__00008,翘嘴鲌/yangzhibo (13)_0.jpg,800,450
farmed_culter_alburnus__00009,翘嘴鲌/yangzhibo (14)_0.jpg,800,450
farmed_culter_alburnus__00010,翘嘴鲌/yangzhibo (15)_0.jpg,800,450
farmed_culter_alburnus__00011,翘嘴鲌/yangzhibo (16)_0.jpg,800,450
farmed_culter_alburnus__00012,翘嘴鲌/yangzhibo (17)_0.jpg,800,450
farmed_culter_alburnus__00013,翘嘴鲌/yangzhibo (18)_0.jpg,800,450
farmed_culter_alburnus__00014,翘嘴鲌/yangzhibo (19)_0.jpg,800,450
farmed_culter_alburnus__00015,翘嘴鲌/yangzhibo (2)_0.jpg,800,450
farmed_culter_alburnus__00016,翘嘴鲌/yangzhibo (20)_0.jpg,800,450
farmed_culter_alburnus__00017,翘嘴鲌/yangzhibo (21)_0.jpg,800,450
farmed_culter_alburnus__00018,翘嘴鲌/yangzhibo (22)_0.jpg,800,450
farmed_culter_alburnus__00019,翘嘴鲌/yangzhibo (23)_0.jpg,800,450
farmed_culter_alburnus__00020,翘嘴鲌/yangzhibo (24)_0.jpg,800,450
farmed_culter_alburnus__00021,翘嘴鲌/yangzhibo (25)_0.jpg,800,450
farmed_culter_alburnus__00022,翘嘴鲌/yangzhibo (26)_0.jpg,800,450
farmed_culter_alburnus__00023,翘嘴鲌/yangzhibo (27)_0.jpg,800,450
farmed_culter_alburnus__00024,翘嘴鲌/yangzhibo (28)_0.jpg,800,450
farmed_culter_alburnus__00025,翘嘴鲌/yangzhibo (29)_0.jpg,600,800
farmed_culter_alburnus__00026,翘嘴鲌/yangzhibo (3)_0.jpg,800,450
farmed_culter_alburnus__00027,翘嘴鲌/yangzhibo (30)_0.jpg,600,800
farmed_culter_alburnus__00028,翘嘴鲌/yangzhibo (31)_0.jpg,600,800
farmed_culter_alburnus__00029,翘嘴鲌/yangzhibo (32)_0.jpg,600,800
farmed_culter_alburnus__00030,翘嘴鲌/yangzhibo (33)_0.jpg,600,800
farmed_culter_alburnus__00031,翘嘴鲌/yangzhibo (34)_0.jpg,600,800
farmed_culter_alburnus__00032,翘嘴鲌/yangzhibo (35)_0.jpg,600,800
farmed_culter_alburnus__00033,翘嘴鲌/yangzhibo (36)_0.jpg,600,800
farmed_culter_alburnus__00034,翘嘴鲌/yangzhibo (37)_0.jpg,600,800
farmed_culter_alburnus__00035,翘嘴鲌/yangzhibo (38)_0.jpg,600,800
farmed_culter_alburnus__00036,翘嘴鲌/yangzhibo (39)_0.jpg,600,800
farmed_culter_alburnus__00037,翘嘴鲌/yangzhibo (4)_0.jpg,800,450
farmed_culter_alburnus__00038,翘嘴鲌/yangzhibo (40)_0.jpg,600,800
farmed_culter_alburnus__00039,翘嘴鲌/yangzhibo (41)_0.jpg,800,600
farmed_culter_alburnus__00040,翘嘴鲌/yangzhibo (42)_0.jpg,600,800
farmed_culter_alburnus__00041,翘嘴鲌/yangzhibo (43)_0.jpg,600,800
farmed_culter_alburnus__00042,翘嘴鲌/yangzhibo (44)_0.jpg,600,800
farmed_culter_alburnus__00043,翘嘴鲌/yangzhibo (45)_0.jpg,600,800
farmed_culter_alburnus__00044,翘嘴鲌/yangzhibo (46)_0.jpg,600,800
farmed_culter_alburnus__00045,翘嘴鲌/yangzhibo (47)_0.jpg,600,800
farmed_culter_alburnus__00046,翘嘴鲌/yangzhibo (48)_0.jpg,600,800
farmed_culter_alburnus__00047,翘嘴鲌/yangzhibo (49)_0.jpg,600,800
farmed_culter_alburnus__00048,翘嘴鲌/yangzhibo (5)_0.jpg,800,450
farmed_culter_alburnus__00049,翘嘴鲌/yangzhibo (50)_0.jpg,600,800
farmed_culter_alburnus__00050,翘嘴鲌/yangzhibo (51)_0.jpg,600,800
farmed_culter_alburnus__00051,翘嘴鲌/yangzhibo (52)_0.jpg,600,800
farmed_culter_alburnus__00052,翘嘴鲌/yangzhibo (53)_0.jpg,600,800
farmed_culter_alburnus__00053,翘嘴鲌/yangzhibo (54)_0.jpg,600,800
farmed_culter_alburnus__00054,翘嘴鲌/yangzhibo (55)_0.jpg,600,800
farmed_culter_alburnus__00055,翘嘴鲌/yangzhibo (56)_0.jpg,600,800
farmed_culter_alburnus__00056,翘嘴鲌/yangzhibo (57)_0.jpg,600,800
farmed_culter_alburnus__00057,翘嘴鲌/yangzhibo (58)_0.jpg,600,800
farmed_culter_alburnus__00058,翘嘴鲌/yangzhibo (59)_0.jpg,600,800
farmed_culter_alburnus__00059,翘嘴鲌/yangzhibo (6)_0.jpg,450,800
farmed_culter_alburnus__00060,翘嘴鲌/yangzhibo (60)_0.jpg,600,800
farmed_culter_alburnus__00061,翘嘴鲌/yangzhibo (61)_0.jpg,600,800
farmed_culter_alburnus__00062,翘嘴鲌/yangzhibo (62)_0.jpg,600,800
farmed_culter_alburnus__00063,翘嘴鲌/yangzhibo (63)_0.jpg,600,800
farmed_culter_alburnus__00064,翘嘴鲌/yangzhibo (64)_0.jpg,600,800
farmed_culter_alburnus__00065,翘嘴鲌/yangzhibo (65)_0.jpg,600,800
farmed_culter_alburnus__00066,翘嘴鲌/yangzhibo (66)_0.jpg,600,800
farmed_culter_alburnus__00067,翘嘴鲌/yangzhibo (67)_0.jpg,600,800
farmed_culter_alburnus__00068,翘嘴鲌/yangzhibo (68)_0.jpg,600,800
farmed_culter_alburnus__00069,翘嘴鲌/yangzhibo (69)_0.jpg,600,800
farmed_culter_alburnus__00070,翘嘴鲌/yangzhibo (7)_0.jpg,800,450
farmed_culter_alburnus__00071,翘嘴鲌/yangzhibo (70)_0.jpg,600,800
farmed_culter_alburnus__00072,翘嘴鲌/yangzhibo (71)_0.jpg,600,800
farmed_culter_alburnus__00073,翘嘴鲌/yangzhibo (72)_0.jpg,600,800
farmed_culter_alburnus__00074,翘嘴鲌/yangzhibo (73)_0.jpg,600,800
farmed_culter_alburnus__00075,翘嘴鲌/yangzhibo (74)_0.jpg,600,800
farmed_culter_alburnus__00076,翘嘴鲌/yangzhibo (75)_0.jpg,600,800
farmed_culter_alburnus__00077,翘嘴鲌/yangzhibo (76)_0.jpg,600,800
farmed_culter_alburnus__00078,翘嘴鲌/yangzhibo (77)_0.jpg,600,800
farmed_culter_alburnus__00079,翘嘴鲌/yangzhibo (78)_0.jpg,600,800
farmed_culter_alburnus__00080,翘嘴鲌/yangzhibo (79)_0.jpg,600,800
farmed_culter_alburnus__00081,翘嘴鲌/yangzhibo (8)_0.jpg,800,450
farmed_culter_alburnus__00082,翘嘴鲌/yangzhibo (80)_0.jpg,600,800
farmed_culter_alburnus__00083,翘嘴鲌/yangzhibo (81)_0.jpg,600,800
farmed_culter_alburnus__00084,翘嘴鲌/yangzhibo (82)_0.jpg,600,800
farmed_culter_alburnus__00085,翘嘴鲌/yangzhibo (83)_0.jpg,600,800
farmed_culter_alburnus__00086,翘嘴鲌/yangzhibo (84)_0.jpg,600,800
farmed_culter_alburnus__00087,翘嘴鲌/yangzhibo (85)_0.jpg,600,800
farmed_culter_alburnus__00088,翘嘴鲌/yangzhibo (86)_0.jpg,600,800
farmed_culter_alburnus__00089,翘嘴鲌/yangzhibo (87)_0.jpg,600,800
farmed_culter_alburnus__00090,翘嘴鲌/yangzhibo (88)_0.jpg,600,800
farmed_culter_alburnus__00091,翘嘴鲌/yangzhibo (89)_0.jpg,600,800
farmed_culter_alburnus__00092,翘嘴鲌/yangzhibo (9)_0.jpg,800,450
farmed_culter_alburnus__00093,翘嘴鲌/yangzhibo (90)_0.jpg,600,800
farmed_culter_alburnus__00094,翘嘴鲌/yangzhibo (91)_0.jpg,600,800
farmed_culter_alburnus__00095,翘嘴鲌/yangzhibo (92)_0.jpg,600,800
farmed_culter_alburnus__00096,翘嘴鲌/yangzhibo (93)_0.jpg,600,800
farmed_culter_alburnus__00097,翘嘴鲌/yangzhibo (94)_0.jpg,600,800
farmed_culter_alburnus__00098,翘嘴鲌/yangzhibo (95)_0.jpg,600,800
farmed_culter_alburnus__00099,翘嘴鲌/yangzhibo (96)_0.jpg,600,800
farmed_culter_alburnus__00100,翘嘴鲌/yangzhibo (97)_0.jpg,600,800
farmed_culter_alburnus__00101,翘嘴鲌/yangzhibo (98)_0.jpg,600,800
farmed_culter_alburnus__00102,翘嘴鲌/yangzhibo (99)_0.jpg,600,800
farmed_ctenopharyngodon_idella__00001,草鱼/caoyu (1)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00002,草鱼/caoyu (10)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00003,草鱼/caoyu (11)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00004,草鱼/caoyu (12)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00005,草鱼/caoyu (13)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00006,草鱼/caoyu (14)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00007,草鱼/caoyu (15)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00008,草鱼/caoyu (16)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00009,草鱼/caoyu (17)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00010,草鱼/caoyu (18)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00011,草鱼/caoyu (19)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00012,草鱼/caoyu (2)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00013,草鱼/caoyu (20)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00014,草鱼/caoyu (21)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00015,草鱼/caoyu (22)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00016,草鱼/caoyu (23)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00017,草鱼/caoyu (24)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00018,草鱼/caoyu (25)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00019,草鱼/caoyu (26)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00020,草鱼/caoyu (27)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00021,草鱼/caoyu (28)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00022,草鱼/caoyu (29)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00023,草鱼/caoyu (3)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00024,草鱼/caoyu (30)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00025,草鱼/caoyu (31)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00026,草鱼/caoyu (32)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00027,草鱼/caoyu (33)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00028,草鱼/caoyu (34)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00029,草鱼/caoyu (35)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00030,草鱼/caoyu (36)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00031,草鱼/caoyu (37)_0.jpg,800,450
farmed_ctenopharyngodon_idella__00032,草鱼/caoyu (38)_0.jpg,450,800
