benchmark_id,source_groups,taxon_candidate,origin_label,role_id,landmark_name,prompt,target_x,target_y,prediction_x,prediction_y,output_available,error_px,nme_role1_role6,pck_0_02,pck_0_05,pck_0_10,runtime_seconds,raw_response,source_display,selection_rule
flm_009d9c9b591675ff,野生刀鲚,Coilia nasus,wild,7,lower_caudal_fin_insertion,Point to: the lower attachment point where the caudal fin meets the caudal peduncle on the single fish.,236.0,683.0,247.8,691.2,True,14.369411957348856,0.0227003795171719,0.0,1.0,1.0,0.294979078695178,<ref>the lower attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><413><864></box><|im_end|>,W C. nasus,prespecified six-taxon display spanning the observed zero-shot error range
flm_009d9c9b591675ff,野生刀鲚,Coilia nasus,wild,8,anal_fin_origin,Point to: the anterior attachment point where the anal fin begins on the fish body on the single fish.,194.0,341.0,217.8,652.0,True,311.90934580419355,0.4927453221971893,0.0,0.0,0.0,0.9605899439193308,<ref>the anterior attachment point where the anal fin begins on the fish body on the single fish</ref><box><363><815></box><box><365><834><1000><808></box><box><370><801><1000><1000></box><box><372><775></box><box><373><754><1000><1000></box><box><375><721><1000><1000></box><box><377><689><1000><1000></box><box><380><654><1000><1000></box><box><382><625><1000><1000></box><box><385><591><1000><1000></box><box><387><553><1000><1000></box><box><390><510><1000><1000></box><box><392><461><1000><1000></box><box><395><419><1000><1000></box><box><398><384><1000><1000></box><box><402><348><1000><1000></box><box><407><311><1000><1000></box><box><412><281><1000><1000></box><box><418><241><1000><1000></box>,W C. nasus,prespecified six-taxon display spanning the observed zero-shot error range
flm_009d9c9b591675ff,野生刀鲚,Coilia nasus,wild,9,pelvic_fin_origin,Point to: the anterior attachment point where the pelvic fin begins on the fish body on the single fish.,184.0,220.0,294.0,252.8,True,114.78606187164016,0.181335685517402,0.0,0.0,0.0,0.8905024351552129,<ref>the anterior attachment point where the pelvic fin begins on the fish body on the single fish</ref><box><490><316></box><box><492><315><1000><315></box><box><493><314><1000><1000></box><box><495><318><1000><1000></box><box><497><321><1000><1000></box><box><498><325><1000><1000></box><box><500><328><1000><1000></box><box><502><332><1000><1000></box><box><504><335><1000><1000></box><box><505><338><1000><1000></box><box><506><342><1000><1000></box><box><508><345><1000><1000></box><box><509><348><1000><1000></box><box><510><351><1000><1000></box><box><511><353><1000><1000></box><box><512><355><1000><1000></box><box><513><358><1000><1000></box><box><514><360><1000><1000></box><box><515><364><1000><1000></box>,W C. nasus,prespecified six-taxon display spanning the observed zero-shot error range
flm_009d9c9b591675ff,野生刀鲚,Coilia nasus,wild,10,pectoral_fin_base,"Point to: the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish.",198.0,139.0,195.6,232.0,True,93.03096258773202,0.1469676117476258,0.0,0.0,0.0,0.8898941213265061,"<ref>the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish</ref><box><326><290></box><box><327><285><1000><315></box><box><330><310><1000><1000></box><box><333><316><1000><1000></box><box><337><328><1000><1000></box><box><340><342><1000><1000></box><box><343><355><1000><1000></box><box><345><371><1000><1000></box><box><347><385><1000><1000></box><box><348><402><1000><1000></box><box><349><418><1000><1000></box><box><350><435><1000><1000></box><box><351><452><1000><1000></box><box><352><469><1000><1000></box><box><353><486><1000><1000></box><box><354><504><1000><1000></box><box><355><522><1000><1000></box><box><356><539><1000><1000></box>",W C. nasus,prespecified six-taxon display spanning the observed zero-shot error range
flm_009d9c9b591675ff,野生刀鲚,Coilia nasus,wild,11,posterior_opercular_margin,Point to: the posterior visible margin of the fish operculum or gill cover on the single fish.,229.0,152.0,195.6,159.20000000000002,True,34.16723576761809,0.0539764063609406,0.0,0.0,1.0,0.2936214711517095,<ref>the posterior visible margin of the fish operculum or gill cover on the single fish</ref><box><326><199></box><|im_end|>,W C. nasus,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,1,snout_tip,Point to: the frontmost visible tip of the fish snout or closed mouth on the single fish.,215.0,206.0,215.2,205.2,True,0.8246211251235472,0.0023621907249691,1.0,1.0,1.0,0.3559270207770169,<ref>the frontmost visible tip of the fish snout or closed mouth on the single fish</ref><box><269><570></box><box><270><560></box><|im_end|>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,2,nape_dorsal_outline,"Point to: the point on the dorsal body outline at the fish nape, immediately behind the head on the single fish.",276.0,176.0,294.4,162.36,True,22.904357663990467,0.0656112966147303,0.0,0.0,1.0,0.2899994221515953,"<ref>the point on the dorsal body outline at the fish nape, immediately behind the head on the single fish</ref><box><368><451></box><box><373><449><1000><450></box><|im_end|>",W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,3,dorsal_fin_origin,Point to: the anterior attachment point where the dorsal fin begins on the fish body on the single fish.,380.0,160.0,439.2000000000001,158.4,True,59.221617674629634,0.1696448850588424,0.0,0.0,0.0,0.9857059470377862,<ref>the anterior attachment point where the dorsal fin begins on the fish body on the single fish</ref><box><549><440></box><box><550><435><1000><560></box><box><554><437><1000><565></box><box><559><443><1000><563></box><box><562><450><1000><562></box><box><566><459><1000><562></box><box><568><466><1000><562></box><box><570><475><1000><562></box><box><572><482><1000><562></box><box><573><488><1000><562></box><box><575><494><1000><562></box><box><578><500><1000><562></box><box><580><506><1000><562></box><box><583><512><1000><562></box><box><585><518><1000><562></box><box><588><523><1000><562></box><box><590><530><1000><562></box><box><592><535><1000><562></box><box><594><540><1000><562></box>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,4,dorsal_fin_insertion,Point to: the posterior attachment point where the dorsal fin ends on the fish body on the single fish.,430.0,168.0,445.6,158.4,True,18.31720502696852,0.0524710445849663,0.0,0.0,1.0,0.2898601270280778,<ref>the posterior attachment point where the dorsal fin ends on the fish body on the single fish</ref><box><557><440></box><box><561><437><1000><725></box><|im_end|>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,5,upper_caudal_fin_insertion,Point to: the upper attachment point where the caudal fin meets the caudal peduncle on the single fish.,555.0,192.0,566.4,185.4,True,13.172699040060069,0.0377342109572776,0.0,1.0,1.0,0.2565742041915655,<ref>the upper attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><708><515></box><|im_end|>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,6,posterior_caudal_peduncle_midpoint,"Point to: the midpoint at the posterior end of the caudal peduncle, immediately before the caudal fin on the single fish.",564.0,214.0,562.4,214.2,True,1.6124515496597311,0.0046189916544978,1.0,1.0,1.0,0.3290158412419259,"<ref>the midpoint at the posterior end of the caudal peduncle, immediately before the caudal fin on the single fish</ref><box><703><595></box><box><703><595><1000><725></box><|im_end|>",W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,7,lower_caudal_fin_insertion,Point to: the lower attachment point where the caudal fin meets the caudal peduncle on the single fish.,560.0,237.0,566.4,219.6,True,18.53968716025165,0.0531083617912579,0.0,0.0,1.0,0.2578005008399486,<ref>the lower attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><708><610></box><|im_end|>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,8,anal_fin_origin,Point to: the anterior attachment point where the anal fin begins on the fish body on the single fish.,450.0,255.0,457.6,259.2,True,8.683317338436929,0.0248740313022494,0.0,1.0,1.0,0.8558216174133122,<ref>the anterior attachment point where the anal fin begins on the fish body on the single fish</ref><box><572><720></box><box><574><718><1000><725></box><box><580><717><1000><1000></box><box><585><716><1000><1000></box><box><592><715><1000><1000></box><box><598><714><1000><1000></box><box><603><713><1000><1000></box><box><608><712><1000><1000></box><box><612><711><1000><1000></box><box><616><710><1000><1000></box><box><619><708><1000><1000></box><box><622><707><1000><1000></box><box><625><706><1000><1000></box><box><628><705><1000><1000></box><box><632><704><1000><1000></box><box><636><702><1000><1000></box><box><640><700><1000><1000></box><box><644><699><1000><1000></box><box><648><697><1000><1000></box>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,9,pelvic_fin_origin,Point to: the anterior attachment point where the pelvic fin begins on the fish body on the single fish.,359.0,265.0,457.6,253.08,True,99.31790573708244,0.2845037904168948,0.0,0.0,0.0,0.8556199357844889,<ref>the anterior attachment point where the pelvic fin begins on the fish body on the single fish</ref><box><572><703></box><box><574><721><1000><715></box><box><578><717><1000><1000></box><box><582><719><1000><1000></box><box><585><723><1000><1000></box><box><590><724><1000><1000></box><box><595><726><1000><1000></box><box><600><728><1000><1000></box><box><604><730><1000><1000></box><box><608><731><1000><1000></box><box><612><733><1000><1000></box><box><615><734><1000><1000></box><box><618><736><1000><1000></box><box><621><737><1000><1000></box><box><623><738><1000><1000></box><box><625><739><1000><1000></box><box><627><740><1000><1000></box><box><628><741><1000><1000></box><box><630><742><1000><1000></box>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,10,pectoral_fin_base,"Point to: the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish.",261.0,248.0,304.0,248.4,True,43.00186042486999,0.1231821411764412,0.0,0.0,0.0,0.3248738842085004,"<ref>the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish</ref><box><380><690></box><box><390><675><1000><729></box><|im_end|>",W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_0210f67ad1497c7f,野生鲢鱼,Hypophthalmichthys molitrix,wild,11,posterior_opercular_margin,Point to: the posterior visible margin of the fish operculum or gill cover on the single fish.,290.0,214.0,286.4,244.8,True,31.009675909302903,0.0888296049974211,0.0,0.0,1.0,0.2574832597747445,<ref>the posterior visible margin of the fish operculum or gill cover on the single fish</ref><box><358><680></box><|im_end|>,W H. molitrix,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,1,snout_tip,Point to: the frontmost visible tip of the fish snout or closed mouth on the single fish.,13.0,242.0,16.8,239.85,True,4.366062299143235,0.0064574710274101,1.0,1.0,1.0,0.273704610299319,<ref>the frontmost visible tip of the fish snout or closed mouth on the single fish</ref><box><21><533></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,2,nape_dorsal_outline,"Point to: the point on the dorsal body outline at the fish nape, immediately behind the head on the single fish.",171.0,153.0,220.8,135.0,True,52.95318687293524,0.0783185503578629,0.0,0.0,1.0,0.27379260212183,"<ref>the point on the dorsal body outline at the fish nape, immediately behind the head on the single fish</ref><box><276><300></box><|im_end|>",F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,3,dorsal_fin_origin,Point to: the anterior attachment point where the dorsal fin begins on the fish body on the single fish.,391.0,131.0,526.4,128.25,True,135.4279236346773,0.200299911740805,0.0,0.0,0.0,0.3449116102419793,<ref>the anterior attachment point where the dorsal fin begins on the fish body on the single fish</ref><box><658><285></box><box><660><283><1000><315></box><box><665><225><1000><1000></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,4,dorsal_fin_insertion,Point to: the posterior attachment point where the dorsal fin ends on the fish body on the single fish.,484.0,156.0,526.4,126.45000000000002,True,51.68135543888141,0.0764374927653581,0.0,0.0,1.0,0.2731496300548315,<ref>the posterior attachment point where the dorsal fin ends on the fish body on the single fish</ref><box><658><281></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,5,upper_caudal_fin_insertion,Point to: the upper attachment point where the caudal fin meets the caudal peduncle on the single fish.,663.0,164.0,672.0,171.0,True,11.40175425099138,0.0168633639863259,1.0,1.0,1.0,0.2742877514101565,<ref>the upper attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><840><380></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
