benchmark_id,selection,target_quantile,annotation_index,source_sample_uid,taxon_candidate,canonical_id,canonical_name,x,y,pairwise_mean_error_image_diagonal
flm_f1d51f4bae4bc9a9,q14,0.14285714285714285,2,farmed_mylopharyngodon_piceus__00039,Mylopharyngodon piceus,8,anal_fin_origin,306.0,237.0,0.003237224811739854
flm_f1d51f4bae4bc9a9,q14,0.14285714285714285,2,farmed_mylopharyngodon_piceus__00039,Mylopharyngodon piceus,9,pelvic_fin_origin,454.0,233.0,0.003237224811739854
flm_f1d51f4bae4bc9a9,q14,0.14285714285714285,2,farmed_mylopharyngodon_piceus__00039,Mylopharyngodon piceus,10,pectoral_fin_base,681.0,256.0,0.003237224811739854
flm_f1d51f4bae4bc9a9,q14,0.14285714285714285,2,farmed_mylopharyngodon_piceus__00039,Mylopharyngodon piceus,11,posterior_opercular_margin,656.0,292.0,0.003237224811739854
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,1,snout_tip,304.0,386.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,2,nape_dorsal_outline,358.0,365.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,3,dorsal_fin_origin,424.0,366.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,4,dorsal_fin_insertion,472.0,380.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,5,upper_caudal_fin_insertion,531.0,398.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,6,posterior_caudal_peduncle_midpoint,530.0,414.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,7,lower_caudal_fin_insertion,516.0,421.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,8,anal_fin_origin,456.0,425.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,9,pelvic_fin_origin,405.0,429.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,10,pectoral_fin_base,362.0,416.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,1,farmed_hypophthalmichthys_nobilis__00009,Hypophthalmichthys nobilis,11,posterior_opercular_margin,381.0,389.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,1,snout_tip,304.0,383.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,2,nape_dorsal_outline,359.0,364.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,3,dorsal_fin_origin,423.0,365.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,4,dorsal_fin_insertion,470.0,381.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,5,upper_caudal_fin_insertion,518.0,395.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,6,posterior_caudal_peduncle_midpoint,524.0,410.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,7,lower_caudal_fin_insertion,517.0,422.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,8,anal_fin_origin,456.0,424.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,9,pelvic_fin_origin,407.0,427.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,10,pectoral_fin_base,363.0,420.0,0.003985477276145905
flm_b7b5725a297d600b,q29,0.2857142857142857,2,wild_hypophthalmichthys_nobilis__00074,Hypophthalmichthys nobilis,11,posterior_opercular_margin,378.0,394.0,0.003985477276145905
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,1,snout_tip,112.0,404.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,2,nape_dorsal_outline,194.0,336.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,3,dorsal_fin_origin,323.0,272.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,4,dorsal_fin_insertion,518.0,330.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,5,upper_caudal_fin_insertion,596.0,346.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,6,posterior_caudal_peduncle_midpoint,608.0,388.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,7,lower_caudal_fin_insertion,592.0,429.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,8,anal_fin_origin,485.0,470.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,9,pelvic_fin_origin,340.0,490.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,10,pectoral_fin_base,197.0,461.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,1,farmed_carassius_auratus__00144,Carassius auratus,11,posterior_opercular_margin,231.0,401.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,1,snout_tip,112.0,406.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,2,nape_dorsal_outline,195.0,338.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,3,dorsal_fin_origin,334.0,270.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,4,dorsal_fin_insertion,518.0,329.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,5,upper_caudal_fin_insertion,600.0,346.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,6,posterior_caudal_peduncle_midpoint,606.0,387.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,7,lower_caudal_fin_insertion,601.0,426.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,8,anal_fin_origin,488.0,472.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,9,pelvic_fin_origin,338.0,488.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,10,pectoral_fin_base,198.0,459.0,0.004095635989802993
flm_5f78734e74de2d69,q43,0.42857142857142855,2,farmed_carassius_auratus__00155,Carassius auratus,11,posterior_opercular_margin,228.0,404.0,0.004095635989802993
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,1,snout_tip,41.0,400.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,2,nape_dorsal_outline,192.0,265.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,3,dorsal_fin_origin,278.0,223.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,4,dorsal_fin_insertion,605.0,301.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,5,upper_caudal_fin_insertion,647.0,304.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,6,posterior_caudal_peduncle_midpoint,672.0,342.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,7,lower_caudal_fin_insertion,638.0,377.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,8,anal_fin_origin,503.0,429.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,9,pelvic_fin_origin,301.0,435.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,10,pectoral_fin_base,192.0,426.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,1,farmed_siniperca_chuatsi__00101,Siniperca chuatsi,11,posterior_opercular_margin,264.0,327.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,1,snout_tip,40.0,398.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,2,nape_dorsal_outline,175.0,276.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,3,dorsal_fin_origin,279.0,222.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,4,dorsal_fin_insertion,610.0,302.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,5,upper_caudal_fin_insertion,642.0,304.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,6,posterior_caudal_peduncle_midpoint,654.0,341.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,7,lower_caudal_fin_insertion,637.0,378.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,8,anal_fin_origin,505.0,430.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,9,pelvic_fin_origin,299.0,437.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,10,pectoral_fin_base,196.0,428.0,0.021101033517828365
flm_e1fe2e6e351f7c56,q57,0.5714285714285714,2,farmed_siniperca_chuatsi__00115,Siniperca chuatsi,11,posterior_opercular_margin,263.0,333.0,0.021101033517828365
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,1,snout_tip,255.0,361.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,2,nape_dorsal_outline,336.0,331.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,3,dorsal_fin_origin,425.0,327.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,4,dorsal_fin_insertion,472.0,335.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,5,upper_caudal_fin_insertion,556.0,345.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,6,posterior_caudal_peduncle_midpoint,569.0,363.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,7,lower_caudal_fin_insertion,558.0,381.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,8,anal_fin_origin,467.0,401.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,9,pelvic_fin_origin,403.0,410.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,10,pectoral_fin_base,330.0,404.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,1,wild_hypophthalmichthys_molitrix__00018,Hypophthalmichthys molitrix,11,posterior_opercular_margin,356.0,369.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,1,snout_tip,254.0,361.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,2,nape_dorsal_outline,341.0,331.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,3,dorsal_fin_origin,427.0,325.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,4,dorsal_fin_insertion,477.0,337.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,5,upper_caudal_fin_insertion,555.0,347.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,6,posterior_caudal_peduncle_midpoint,570.0,362.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,7,lower_caudal_fin_insertion,559.0,380.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,8,anal_fin_origin,471.0,402.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,9,pelvic_fin_origin,406.0,411.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,10,pectoral_fin_base,328.0,404.0,0.0027252439892987094
flm_9112a24230ed4ea9,q71,0.7142857142857142,2,wild_hypophthalmichthys_molitrix__00023,Hypophthalmichthys molitrix,11,posterior_opercular_margin,357.0,368.0,0.0027252439892987094
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,1,snout_tip,213.0,297.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,2,nape_dorsal_outline,294.0,266.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,3,dorsal_fin_origin,412.0,262.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,4,dorsal_fin_insertion,465.0,274.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,5,upper_caudal_fin_insertion,571.0,286.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,6,posterior_caudal_peduncle_midpoint,579.0,310.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,7,lower_caudal_fin_insertion,569.0,331.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,8,anal_fin_origin,491.0,338.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,9,pelvic_fin_origin,421.0,343.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,10,pectoral_fin_base,291.0,339.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,1,farmed_ctenopharyngodon_idella__00059,Ctenopharyngodon idella,11,posterior_opercular_margin,321.0,309.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,1,snout_tip,212.0,297.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,2,nape_dorsal_outline,296.0,268.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,3,dorsal_fin_origin,410.0,263.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,4,dorsal_fin_insertion,463.0,272.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,5,upper_caudal_fin_insertion,571.0,288.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,6,posterior_caudal_peduncle_midpoint,579.0,311.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,7,lower_caudal_fin_insertion,570.0,331.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,8,anal_fin_origin,494.0,340.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,9,pelvic_fin_origin,420.0,344.0,0.0018479000570183954
